date,away_team,away_pitcher,away_score,home_score,home_win,home_team,home_pitcher,away_pitcher_games,home_pitcher_games,closing_total,away_ml_percent,home_ml_odds_percent
6/25/19,Texas Rangers,J CHAVEZ,5,3,L,Detroit Tigers,J ZIMMERMANN,4,9,10,59.0,42.7
6/25/19,Pittsburgh Pirates,T WILLIAMS,1,5,W,Houston Astros,G COLE,15,10,8.5,27.2,74.5
6/25/19,Cincinnati Reds,T MAHLE,1,5,W,Los Angeles Angels,A HEANEY,10,7,9,43.9,57.8
6/25/19,Washington Nationals,M SCHERZER,6,1,L,Miami Marlins,T RICHARDS,12,4,7,70.5,31.3
6/25/19,Seattle Mariners,M GONZALES,8,3,L,Milwaukee Brewers,Z DAVIES,16,8,10.5,39.4,62.3
6/25/19,Tampa Bay Rays,B SNELL,4,9,W,Minnesota Twins,K GIBSON,8,9,9.5,51.7,50.0
6/25/19,Toronto Blue Jays,C RICHARD,3,4,W,New York Yankees,C GREEN,3,5,12,27.0,74.7
6/25/19,New York Mets,W LOCKETT,5,7,W,Philadelphia Phillies,J ARRIETA,2,3,11,41.5,60.2
6/25/19,Colorado Rockies,C GONZALEZ,2,4,W,San Francisco Giants,M BUMGARNER,11,10,7.5,41.1,60.6
6/25/19,Oakland Athletics,C BASSITT,7,3,L,St Louis Cardinals,J FLAHERTY,13,7,8.5,39.6,62.1
6/26/19,Los Angeles Dodgers,T GONSOLIN,2,8,W,Arizona Diamondbacks,T CLARKE,6,5,9.5,59.9,41.8
6/26/19,San Diego Padres,M STRAHM,10,5,L,Baltimore Orioles,D BUNDY,2,8,10,53.6,48.1
6/26/19,Chicago White Sox,RE LOPEZ,8,7,L,Boston Red Sox,C SALE,16,4,9,23.5,78.2
6/26/19,Atlanta Braves,D KEUCHEL,5,3,L,Chicago Cubs,Y DARVISH,19,6,9.5,46.1,55.6
6/26/19,Kansas City Royals,J JUNIS,3,5,W,Cleveland Indians,T BAUER,14,6,8.5,33.2,68.5
6/26/19,Texas Rangers,M MINOR,4,1,L,Detroit Tigers,M BOYD,15,6,8.5,51.9,49.8
6/26/19,Pittsburgh Pirates,D AGRAZAL,14,2,L,Houston Astros,F VALDEZ,12,2,10,31.3,70.4
6/26/19,Cincinnati Reds,T ROARK,1,5,W,Los Angeles Angels,J BARRIA,15,3,9.5,48.2,53.5
6/26/19,Washington Nationals,P CORBIN,7,5,L,Miami Marlins,Z GALLEN,18,7,7.5,58.2,43.5
6/26/19,Seattle Mariners,M CARASITI,4,2,L,Milwaukee Brewers,A HOUSER,4,6,10.5,33.5,68.2
6/26/19,Tampa Bay Rays,C MORTON,4,6,W,Minnesota Twins,J ODORIZZI,18,8,9,52.2,49.5
6/26/19,Toronto Blue Jays,T THORNTON,7,8,W,New York Yankees,J PAXTON,12,8,10,31.5,70.2
6/26/19,New York Mets,J VARGAS,4,5,W,Philadelphia Phillies,N PIVETTA,15,2,10.5,41.7,60.0
6/26/19,Colorado Rockies,G MARQUEZ,6,3,L,San Francisco Giants,J SAMARDZIJA,10,8,7.5,59.3,42.4
6/26/19,Oakland Athletics,D MENGDEN,2,0,L,St Louis Cardinals,A WAINWRIGHT,5,9,9.5,43.0,58.7
6/27/19,Atlanta Braves,B WILSON,7,9,W,Chicago Cubs,T CHATWOOD,2,1,10.5,50.0,51.7
6/27/19,Los Angeles Dodgers,W BUEHLER,12,8,L,Colorado Rockies,P LAMBERT,15,7,12.5,67.8,33.9
6/27/19,Texas Rangers,A JURADO,3,1,L,Detroit Tigers,S TURNBULL,10,7,9.5,53.9,47.8
6/27/19,Pittsburgh Pirates,J MUSGROVE,10,0,L,Houston Astros,B PEACOCK,15,0,9.5,35.7,66.0
6/27/19,Oakland Athletics,T ANDERSON,3,8,W,Los Angeles Angels,G CANNING,0,4,9.5,40.6,61.1
6/27/19,Washington Nationals,S STRASBURG,8,5,L,Miami Marlins,S ALCANTARA,17,6,7.5,65.1,36.6
6/27/19,Seattle Mariners,M LEAKE,2,4,W,Milwaukee Brewers,C ANDERSON,13,8,10,35.9,65.8
6/27/19,Tampa Bay Rays,R STANEK,5,2,L,Minnesota Twins,M PEREZ,4,9,10,49.5,52.2
6/27/19,New York Mets,Z WHEELER,3,6,W,Philadelphia Phillies,A NOLA,14,8,9,43.7,58.0
6/27/19,Arizona Diamondbacks,A YOUNG,5,1,L,San Francisco Giants,T BEEDE,14,7,8.5,50.5,51.2
6/28/19,Cleveland Indians,M CLEVINGER,0,13,W,Baltimore Orioles,J MEANS,17,8,9,66.9,34.8
6/28/19,Minnesota Twins,J BERRIOS,4,6,W,Chicago White Sox,R DETWILER,16,7,10,64.0,37.7
6/28/19,Chicago Cubs,C HAMELS,3,6,W,Cincinnati Reds,S GRAY,10,7,9.5,55.2,46.5
6/28/19,Los Angeles Dodgers,H RYU,9,13,W,Colorado Rockies,A SENZATELA,14,5,13,66.1,35.6
6/28/19,Washington Nationals,A SANCHEZ,3,1,L,Detroit Tigers,D NORRIS,16,6,10.5,62.3,39.4
6/28/19,Seattle Mariners,M CARASITI,1,2,W,Houston Astros,W MILEY,3,7,9.5,33.2,68.5
6/28/19,Oakland Athletics,M FIERS,7,2,L,Los Angeles Angels,N RAMIREZ,15,1,10,44.3,57.4
6/28/19,Philadelphia Phillies,V VELASQUEZ,2,6,W,Miami Marlins,E HERNANDEZ,14,5,8.5,58.4,43.3
6/28/19,Pittsburgh Pirates,C ARCHER,3,2,L,Milwaukee Brewers,J CHACIN,9,5,10.5,42.5,59.2
6/28/19,Atlanta Braves,M SOROKA,6,2,L,New York Mets,J DEGROM,16,9,8,43.7,58.0
6/28/19,St Louis Cardinals,M WACHA,1,3,W,San Diego Padres,E LAUER,11,5,9,44.6,57.1
6/28/19,Arizona Diamondbacks,M KELLY,3,6,W,San Francisco Giants,S ANDERSON,15,2,7.5,54.3,47.4
6/28/19,Texas Rangers,L LYNN,5,0,L,Tampa Bay Rays,Y CHIRINOS,16,4,7.5,46.3,55.4
6/28/19,Kansas City Royals,D DUFFY,2,6,W,Toronto Blue Jays,S REID-FOLEY,11,2,9.5,45.6,56.1
6/29/19,Cleveland Indians,Z PLESAC,0,13,W,Baltimore Orioles,A CASHNER,14,5,10.5,63.7,38.0
6/29/19,Minnesota Twins,M PINEDA,10,3,L,Chicago White Sox,I NOVA,10,7,10.5,58.2,43.5
6/29/19,Chicago Cubs,J QUINTANA,6,0,L,Cincinnati Reds,L CASTILLO,15,11,9.5,46.7,55.0
6/29/19,Los Angeles Dodgers,C KERSHAW,3,5,W,Colorado Rockies,J GRAY,15,5,12,59.5,42.2
6/29/19,Washington Nationals,A VOTH,5,7,W,Detroit Tigers,G SOTO,6,1,11,65.1,36.6
6/29/19,Seattle Mariners,Y KIKUCHI,5,6,W,Houston Astros,J VERLANDER,14,11,9,25.7,76.0
6/29/19,Oakland Athletics,B ANDERSON,4,0,L,Los Angeles Angels,T SKAGGS,14,0,9.5,43.5,58.2
6/29/19,Philadelphia Phillies,Z EFLIN,6,9,W,Miami Marlins,J YAMAMOTO,12,6,8.5,57.3,44.4
6/29/19,Pittsburgh Pirates,J LYLES,1,3,W,Milwaukee Brewers,B WOODRUFF,15,3,9,34.2,67.5
6/29/19,Atlanta Braves,J TEHERAN,5,4,L,New York Mets,S MATZ,15,8,10.5,51.0,50.7
6/29/19,St Louis Cardinals,DAK HUDSON,2,12,W,San Diego Padres,C PADDACK,17,4,8,46.7,55.0
6/29/19,Arizona Diamondbacks,Z GREINKE,4,3,L,San Francisco Giants,D POMERANZ,16,1,7,60.2,41.5
6/29/19,Texas Rangers,A SAMPSON,2,5,W,Tampa Bay Rays,B MCKAY,4,5,8.5,36.2,65.5
6/29/19,Kansas City Royals,H BAILEY,5,7,W,Toronto Blue Jays,M STROMAN,13,7,9,37.8,63.9
6/30/19,Cleveland Indians,S BIEBER,2,0,L,Baltimore Orioles,G YNOA,16,2,10.5,71.2,30.5
6/30/19,Minnesota Twins,L THORPE,3,4,W,Chicago White Sox,L GIOLITO,1,7,9,50.7,51.0
6/30/19,Chicago Cubs,J LESTER,6,8,W,Cincinnati Reds,A DESCLAFANI,15,8,10.5,52.7,49.0
6/30/19,Los Angeles Dodgers,K MAEDA,10,5,L,Colorado Rockies,C GONZALEZ,10,5,13.5,59.3,42.4
6/30/19,Washington Nationals,M SCHERZER,2,1,L,Detroit Tigers,J ZIMMERMANN,11,8,9,75.5,26.2
6/30/19,Seattle Mariners,M GONZALES,1,6,W,Houston Astros,G COLE,15,9,8.5,28.9,72.8
6/30/19,Oakland Athletics,C BASSITT,12,3,L,Los Angeles Angels,A HEANEY,12,6,10.5,43.5,58.2
6/30/19,Philadelphia Phillies,J ARRIETA,13,6,L,Miami Marlins,T RICHARDS,7,3,8,57.5,44.2
6/30/19,Pittsburgh Pirates,S BRAULT,1,2,W,Milwaukee Brewers,Z DAVIES,11,7,10.5,40.5,61.2
6/30/19,Atlanta Braves,M FRIED,5,8,W,New York Mets,N SYNDERGAARD,12,9,8,51.0,50.7
6/30/19,St Louis Cardinals,M MIKOLAS,5,3,L,San Diego Padres,J LUCCHESI,16,6,8,47.4,54.3
6/30/19,Arizona Diamondbacks,R RAY,4,10,W,San Francisco Giants,M BUMGARNER,15,9,7,52.2,49.5
6/30/19,Texas Rangers,J CHAVEZ,2,6,W,Tampa Bay Rays,B SNELL,3,3,7.5,34.0,67.7
6/30/19,Kansas City Royals,B KELLER,7,6,L,Toronto Blue Jays,AA SANCHEZ,10,5,9.5,47.8,53.9
7/1/19,Milwaukee Brewers,A HOUSER,8,6,L,Cincinnati Reds,T MAHLE,14,4,10.5,52.9,48.8
7/1/19,Chicago Cubs,A ALZOLAY,5,18,W,Pittsburgh Pirates,T WILLIAMS,0,7,9.5,55.0,46.7
7/1/19,San Francisco Giants,J SAMARDZIJA,13,2,L,San Diego Padres,L ALLEN,15,0,8,39.2,62.5
7/1/19,Baltimore Orioles,T ESHELMAN,3,6,W,Tampa Bay Rays,R STANEK,3,1,9,28.8,72.9
7/1/19,Kansas City Royals,G SPARKMAN,4,11,W,Toronto Blue Jays,C RICHARD,13,1,10.5,42.5,59.2
7/2/19,Philadelphia Phillies,A NOLA,2,0,L,Atlanta Braves,D KEUCHEL,16,10,10,50.5,51.2
7/2/19,Milwaukee Brewers,C ANDERSON,4,5,W,Cincinnati Reds,T ROARK,16,8,10.5,51.0,50.7
7/2/19,Houston Astros,J URQUIDY,9,8,L,Colorado Rockies,G MARQUEZ,6,3,12.5,45.2,56.5
7/2/19,Cleveland Indians,T BAUER,9,5,L,Kansas City Royals,J JUNIS,15,7,9,63.4,38.3
7/2/19,Arizona Diamondbacks,T CLARKE,4,5,W,Los Angeles Dodgers,R STRIPLING,6,2,9,33.0,68.7
7/2/19,New York Yankees,J PAXTON,2,4,W,New York Mets,Z WHEELER,16,7,9,56.7,45.0
7/2/19,Minnesota Twins,J ODORIZZI,6,8,W,Oakland Athletics,D MENGDEN,14,2,9,52.2,49.5
7/2/19,Chicago Cubs,K HENDRICKS,1,5,W,Pittsburgh Pirates,J MUSGROVE,15,8,9,55.0,46.7
7/2/19,San Francisco Giants,T BEEDE,10,4,L,San Diego Padres,M STRAHM,14,0,8.5,42.2,59.5
7/2/19,St Louis Cardinals,J FLAHERTY,4,5,W,Seattle Mariners,M CARASITI,16,2,9,59.3,42.4
7/2/19,Baltimore Orioles,A WOJCIECHOWSKI,3,6,W,Tampa Bay Rays,C MORTON,15,10,8.5,26.8,74.9
7/2/19,Los Angeles Angels,J SUAREZ,9,4,L,Texas Rangers,M MINOR,10,6,10.5,44.3,57.4
7/2/19,Boston Red Sox,D PRICE,10,6,L,Toronto Blue Jays,T THORNTON,7,5,10,60.5,41.2
7/2/19,Miami Marlins,Z GALLEN,2,3,W,Washington Nationals,P CORBIN,12,8,9,35.7,66.0
7/3/19,Philadelphia Phillies,N PIVETTA,2,9,W,Atlanta Braves,B WILSON,2,0,11.5,43.5,58.2
7/3/19,Detroit Tigers,D NORRIS,5,7,W,Chicago White Sox,D CEASE,14,6,9.5,41.1,60.6
7/3/19,Detroit Tigers,T ALEXANDER,6,9,W,Chicago White Sox,R DETWILER,7,6,10.5,46.3,55.4
7/3/19,Milwaukee Brewers,J CHACIN,0,3,W,Cincinnati Reds,S GRAY,8,6,9.5,42.0,59.7
7/3/19,Houston Astros,W MILEY,4,2,L,Colorado Rockies,P LAMBERT,15,6,14.5,56.9,44.8
7/3/19,Cleveland Indians,M CLEVINGER,4,0,L,Kansas City Royals,D DUFFY,16,6,9,59.3,42.4
7/3/19,Arizona Diamondbacks,M KELLY,4,5,W,Los Angeles Dodgers,W BUEHLER,14,7,7.5,34.1,67.6
7/3/19,New York Yankees,D GERMAN,5,1,L,New York Mets,J VARGAS,10,8,10,57.8,43.9
7/3/19,Minnesota Twins,K GIBSON,4,3,L,Oakland Athletics,M FIERS,13,7,9,49.1,52.6
7/3/19,Chicago Cubs,Y DARVISH,5,6,W,Pittsburgh Pirates,C ARCHER,13,3,9.5,52.4,49.3
7/3/19,San Francisco Giants,S ANDERSON,7,5,L,San Diego Padres,C QUANTRILL,6,7,9,42.5,59.2
7/3/19,St Louis Cardinals,A WAINWRIGHT,5,2,L,Seattle Mariners,M LEAKE,16,7,9,52.9,48.8
7/3/19,Baltimore Orioles,J MEANS,9,6,L,Tampa Bay Rays,R STANEK,13,0,8.5,35.0,66.7
7/3/19,Los Angeles Angels,J BARRIA,6,2,L,Texas Rangers,A JURADO,10,4,11.5,52.2,49.5
7/3/19,Boston Red Sox,C SALE,3,6,W,Toronto Blue Jays,D PHELPS,7,0,9.5,71.5,30.2
7/3/19,Miami Marlins,S ALCANTARA,1,3,W,Washington Nationals,S STRASBURG,13,5,9.5,28.9,72.8
7/4/19,Philadelphia Phillies,Z EFLIN,6,12,W,Atlanta Braves,M SOROKA,11,6,10.5,40.8,60.9
7/4/19,Detroit Tigers,M BOYD,11,5,L,Chicago White Sox,RE LOPEZ,14,6,9.5,51.0,50.7
7/4/19,Milwaukee Brewers,B WOODRUFF,0,1,W,Cincinnati Reds,L CASTILLO,5,10,9,52.7,49.0
7/4/19,Cleveland Indians,Z PLESAC,8,4,L,Kansas City Royals,H BAILEY,13,6,10,54.3,47.4
7/4/19,San Diego Padres,D LAMET,1,5,W,Los Angeles Dodgers,H RYU,13,5,8.5,33.5,68.2
7/4/19,Minnesota Twins,J BERRIOS,2,7,W,Oakland Athletics,TA ANDERSON,15,0,9.5,56.9,44.8
7/4/19,Chicago Cubs,J QUINTANA,11,3,L,Pittsburgh Pirates,J LYLES,14,7,9.5,52.9,48.8
7/4/19,St Louis Cardinals,M WACHA,5,4,L,Seattle Mariners,M CARASITI,10,1,9.5,51.7,50.0
7/4/19,New York Yankees,J HAPP,8,4,L,Tampa Bay Rays,Y CHIRINOS,13,3,9,50.5,51.2
7/4/19,Los Angeles Angels,G CANNING,3,9,W,Texas Rangers,L LYNN,5,7,11,48.2,53.5
7/4/19,Boston Red Sox,H VELAZQUEZ,8,7,L,Toronto Blue Jays,D LAW,0,0,11,56.0,45.7
7/4/19,Miami Marlins,E HERNANDEZ,2,5,W,Washington Nationals,A SANCHEZ,10,8,10,37.7,64.0
7/5/19,Colorado Rockies,A SENZATELA,0,8,W,Arizona Diamondbacks,Z GREINKE,9,6,8.5,40.5,61.2
7/5/19,Miami Marlins,J YAMAMOTO,0,1,W,Atlanta Braves,J TEHERAN,10,8,10,36.7,65.0
7/5/19,Boston Red Sox,E RODRIGUEZ,9,6,L,Detroit Tigers,R CARPENTER,15,0,11,69.3,32.4
7/5/19,Los Angeles Angels,N RAMIREZ,5,4,L,Houston Astros,J VERLANDER,3,10,9,31.8,69.9
7/5/19,San Diego Padres,E LAUER,3,2,L,Los Angeles Dodgers,C KERSHAW,12,8,8.5,35.9,65.8
7/5/19,Texas Rangers,A SAMPSON,6,15,W,Minnesota Twins,M PEREZ,3,8,10,37.2,64.5
7/5/19,Philadelphia Phillies,V VELASQUEZ,7,2,L,New York Mets,J DEGROM,13,8,8,34.1,67.6
7/5/19,Milwaukee Brewers,Z DAVIES,7,6,L,Pittsburgh Pirates,S BRAULT,13,5,10,51.0,50.7
7/5/19,St Louis Cardinals,DAK HUDSON,9,4,L,San Francisco Giants,D POMERANZ,16,0,8.5,46.7,55.0
7/5/19,Oakland Athletics,B ANDERSON,5,2,L,Seattle Mariners,Y KIKUCHI,13,6,10,57.6,44.1
7/5/19,New York Yankees,M TANAKA,8,4,L,Tampa Bay Rays,B MCKAY,14,4,8.5,50.2,51.5
7/5/19,Baltimore Orioles,D BUNDY,4,1,L,Toronto Blue Jays,AA SANCHEZ,13,4,10.5,43.7,58.0
7/5/19,Kansas City Royals,B KELLER,7,4,L,Washington Nationals,A VOTH,9,2,10.5,35.3,66.4
7/6/19,Colorado Rockies,J GRAY,2,4,W,Arizona Diamondbacks,R RAY,7,5,8,49.8,51.9
7/6/19,Miami Marlins,CA SMITH,5,4,L,Atlanta Braves,M FRIED,15,5,9,33.6,68.1
7/6/19,Chicago Cubs,J LESTER,6,3,L,Chicago White Sox,L GIOLITO,14,6,9.5,54.1,47.6
7/6/19,Cleveland Indians,S BIEBER,7,2,L,Cincinnati Reds,A DESCLAFANI,15,7,9,55.4,46.3
7/6/19,Boston Red Sox,R PORCELLO,10,6,L,Detroit Tigers,J ZIMMERMANN,14,7,10.5,62.8,38.9
7/6/19,Los Angeles Angels,A HEANEY,0,4,W,Houston Astros,G COLE,10,8,9,31.3,70.4
7/6/19,San Diego Padres,C PADDACK,3,1,L,Los Angeles Dodgers,K MAEDA,11,4,8.5,38.9,62.8
7/6/19,Texas Rangers,J CHAVEZ,4,7,W,Minnesota Twins,M PINEDA,2,4,10,41.7,60.0
7/6/19,Philadelphia Phillies,J ARRIETA,5,6,W,New York Mets,N SYNDERGAARD,6,8,9,43.5,58.2
7/6/19,Milwaukee Brewers,A HOUSER,2,12,W,Pittsburgh Pirates,D AGRAZAL,13,6,10.5,55.2,46.5
7/6/19,St Louis Cardinals,M MIKOLAS,4,8,W,San Francisco Giants,M BUMGARNER,15,8,7.5,46.5,55.2
7/6/19,Oakland Athletics,C BASSITT,3,6,W,Seattle Mariners,M GONZALES,11,6,9.5,59.0,42.7
7/6/19,New York Yankees,C SABATHIA,3,4,W,Tampa Bay Rays,B SNELL,8,2,8.5,43.4,58.3
7/6/19,Baltimore Orioles,A CASHNER,8,1,L,Toronto Blue Jays,C RICHARD,6,0,10.5,42.9,58.8
7/6/19,Kansas City Royals,G SPARKMAN,0,6,W,Washington Nationals,M SCHERZER,12,7,9.5,22.3,79.4
7/7/19,Colorado Rockies,G MARQUEZ,3,5,W,Arizona Diamondbacks,A YOUNG,8,7,8.5,59.1,42.6
7/7/19,Miami Marlins,T RICHARDS,3,4,W,Atlanta Braves,D KEUCHEL,5,9,9.5,32.5,69.2
7/7/19,Chicago Cubs,K HENDRICKS,1,3,W,Chicago White Sox,I NOVA,14,6,10.5,64.4,37.3
7/7/19,Cleveland Indians,T BAUER,11,1,L,Cincinnati Reds,T MAHLE,14,3,9,55.2,46.5
7/7/19,Boston Red Sox,D PRICE,6,3,L,Detroit Tigers,G SOTO,6,0,10.5,73.4,28.3
7/7/19,Los Angeles Angels,J SUAREZ,10,11,W,Houston Astros,J URQUIDY,9,2,10,39.4,62.3
7/7/19,San Diego Padres,J LUCCHESI,5,3,L,Los Angeles Dodgers,R STRIPLING,13,1,8.5,40.5,61.2
7/7/19,Texas Rangers,J LECLERC,4,1,L,Minnesota Twins,K GIBSON,0,8,10.5,37.3,64.4
7/7/19,Philadelphia Phillies,A NOLA,8,3,L,New York Mets,Z WHEELER,15,6,8,52.4,49.3
7/7/19,Milwaukee Brewers,C ANDERSON,5,6,W,Pittsburgh Pirates,J MUSGROVE,15,7,9,48.2,53.5
7/7/19,St Louis Cardinals,J FLAHERTY,0,1,W,San Francisco Giants,J SAMARDZIJA,15,7,8,54.8,46.9
7/7/19,Oakland Athletics,D MENGDEN,7,4,L,Seattle Mariners,M CARASITI,3,0,10,56.0,45.7
7/7/19,New York Yankees,J PAXTON,1,2,W,Tampa Bay Rays,C MORTON,15,9,7.5,47.6,54.1
7/7/19,Baltimore Orioles,A WOJCIECHOWSKI,1,6,W,Toronto Blue Jays,T THORNTON,14,4,11,36.4,65.3
7/7/19,Kansas City Royals,J JUNIS,2,5,W,Washington Nationals,P CORBIN,12,7,9,31.4,70.3
7/11/19,Houston Astros,F VALDEZ,0,5,W,Texas Rangers,L LYNN,3,6,10.5,55.2,46.5
7/12/19,Tampa Bay Rays,Y CHIRINOS,16,4,L,Baltimore Orioles,D BUNDY,5,7,9.5,61.5,40.2
7/12/19,Los Angeles Dodgers,K MAEDA,1,8,W,Boston Red Sox,E RODRIGUEZ,8,7,10,48.9,52.8
7/12/19,Pittsburgh Pirates,C ARCHER,3,4,W,Chicago Cubs,Y DARVISH,7,5,9.5,39.6,62.1
7/12/19,Minnesota Twins,K GIBSON,5,3,L,Cleveland Indians,M CLEVINGER,11,7,9,41.9,59.8
7/12/19,Cincinnati Reds,S GRAY,2,3,W,Colorado Rockies,J GRAY,13,4,11.5,43.9,57.8
7/12/19,Detroit Tigers,S TURNBULL,5,8,W,Kansas City Royals,D DUFFY,12,5,9,43.9,57.8
7/12/19,Seattle Mariners,M LEAKE,0,13,W,Los Angeles Angels,T COLE,11,0,10,40.3,61.4
7/12/19,New York Mets,J VARGAS,4,8,W,Miami Marlins,CA SMITH,13,7,8,51.9,49.8
7/12/19,San Francisco Giants,S ANDERSON,10,7,L,Milwaukee Brewers,C ANDERSON,5,7,9.5,36.9,64.8
7/12/19,Toronto Blue Jays,AA SANCHEZ,0,4,W,New York Yankees,D GERMAN,7,3,11,28.1,73.6
7/12/19,Chicago White Sox,I NOVA,1,5,W,Oakland Athletics,M FIERS,14,6,9,36.2,65.5
7/12/19,Washington Nationals,S STRASBURG,4,0,L,Philadelphia Phillies,N PIVETTA,15,1,9.5,58.4,43.3
7/12/19,Atlanta Braves,D KEUCHEL,5,3,L,San Diego Padres,D LAMET,16,6,9,49.8,51.9
7/12/19,Arizona Diamondbacks,R RAY,4,2,L,St Louis Cardinals,D PONCE DE LEON,13,3,8.5,45.8,55.9
7/12/19,Houston Astros,G COLE,8,9,W,Texas Rangers,J CHAVEZ,15,1,10,67.7,34.0
7/13/19,Tampa Bay Rays,C MORTON,12,4,L,Baltimore Orioles,J MEANS,15,7,8.5,67.9,33.8
7/13/19,Tampa Bay Rays,B MCKAY,1,2,W,Baltimore Orioles,A BROOKS,8,5,10.5,69.4,32.3
7/13/19,Los Angeles Dodgers,R STRIPLING,11,2,L,Boston Red Sox,C SALE,5,3,9.5,38.9,62.8
7/13/19,Pittsburgh Pirates,J LYLES,4,10,W,Chicago Cubs,J LESTER,13,6,10,37.0,64.7
7/13/19,Minnesota Twins,J ODORIZZI,6,2,L,Cleveland Indians,T BAUER,13,5,9,42.7,59.0
7/13/19,Cincinnati Reds,T ROARK,17,9,L,Colorado Rockies,K FREELAND,13,3,14,49.3,52.4
7/13/19,Detroit Tigers,M BOYD,1,4,W,Kansas City Royals,B KELLER,13,4,9,51.9,49.8
7/13/19,Seattle Mariners,W LEBLANC,2,9,W,Los Angeles Angels,M HARVEY,1,1,10.5,40.2,61.5
7/13/19,New York Mets,N SYNDERGAARD,4,2,L,Miami Marlins,Z GALLEN,14,6,7.5,56.7,45.0
7/13/19,San Francisco Giants,M BUMGARNER,4,5,W,Milwaukee Brewers,Z DAVIES,14,6,9,47.8,53.9
7/13/19,Toronto Blue Jays,C RICHARD,2,1,L,New York Yankees,J HAPP,0,6,12,29.2,72.5
7/13/19,Chicago White Sox,D COVEY,2,13,W,Oakland Athletics,C BASSITT,5,4,10.5,33.2,68.5
7/13/19,Washington Nationals,P CORBIN,4,3,L,Philadelphia Phillies,A NOLA,15,7,8.5,47.8,53.9
7/13/19,Atlanta Braves,J TEHERAN,7,5,L,San Diego Padres,J LUCCHESI,13,5,8.5,47.6,54.1
7/13/19,Arizona Diamondbacks,M KELLY,2,4,W,St Louis Cardinals,DAK HUDSON,13,9,9,44.6,57.1
7/13/19,Houston Astros,W MILEY,7,6,L,Texas Rangers,M MINOR,14,5,10,56.5,45.2
7/14/19,Tampa Bay Rays,R STANEK,4,1,L,Baltimore Orioles,T ESHELMAN,1,1,10.5,67.9,33.8
7/14/19,Los Angeles Dodgers,H RYU,7,4,L,Boston Red Sox,D PRICE,12,1,9.5,50.0,51.7
7/14/19,Pittsburgh Pirates,T WILLIAMS,3,8,W,Chicago Cubs,J QUINTANA,13,7,9,37.5,64.2
7/14/19,Minnesota Twins,J BERRIOS,3,4,W,Cleveland Indians,S BIEBER,14,8,8.5,42.7,59.0
7/14/19,Cincinnati Reds,T MAHLE,9,10,W,Colorado Rockies,A SENZATELA,7,4,13,49.8,51.9
7/14/19,Detroit Tigers,J ZIMMERMANN,12,8,L,Kansas City Royals,B FLYNN,12,0,10.5,43.5,58.2
7/14/19,Seattle Mariners,Y KIKUCHI,3,6,W,Los Angeles Angels,J SUAREZ,12,6,10.5,38.5,63.2
7/14/19,New York Mets,J DEGROM,6,2,L,Miami Marlins,S ALCANTARA,13,5,7,69.2,32.5
7/14/19,San Francisco Giants,T BEEDE,8,3,L,Milwaukee Brewers,J CHACIN,13,4,10,37.8,63.9
7/14/19,Toronto Blue Jays,M STROMAN,2,4,W,New York Yankees,M TANAKA,13,6,9.5,34.3,67.4
7/14/19,Chicago White Sox,RE LOPEZ,2,3,W,Oakland Athletics,B ANDERSON,14,6,9.5,36.8,64.9
7/14/19,Washington Nationals,A SANCHEZ,3,4,W,Philadelphia Phillies,J ARRIETA,14,2,11,49.1,52.6
7/14/19,Atlanta Braves,M SOROKA,4,1,L,San Diego Padres,C QUANTRILL,14,6,9,59.7,42.0
7/14/19,Arizona Diamondbacks,Z GREINKE,2,5,W,St Louis Cardinals,A WAINWRIGHT,14,8,8,52.7,49.0
7/14/19,Houston Astros,J VERLANDER,12,4,L,Texas Rangers,A JURADO,16,3,10.5,66.9,34.8
7/15/19,Toronto Blue Jays,T THORNTON,8,10,W,Boston Red Sox,R PORCELLO,9,8,11,38.6,63.1
7/15/19,Cincinnati Reds,L CASTILLO,6,3,L,Chicago Cubs,K HENDRICKS,13,6,10.5,42.2,59.5
7/15/19,Detroit Tigers,D NORRIS,6,8,W,Cleveland Indians,A PLUTKO,13,4,10.5,34.7,67.0
7/15/19,San Francisco Giants,D RODRIGUEZ,2,1,L,Colorado Rockies,C GONZALEZ,7,4,14,44.3,57.4
7/15/19,San Francisco Giants,J SAMARDZIJA,19,2,L,Colorado Rockies,G MARQUEZ,13,2,13,35.7,66.0
7/15/19,Chicago White Sox,L GIOLITO,2,5,W,Kansas City Royals,J JUNIS,11,6,9,55.2,46.5
7/15/19,Houston Astros,J JAMES,6,9,W,Los Angeles Angels,G CANNING,0,3,9.5,55.2,46.5
7/15/19,Atlanta Braves,M FRIED,4,2,L,Milwaukee Brewers,A HOUSER,10,5,10,49.8,51.9
7/15/19,Tampa Bay Rays,B SNELL,5,4,L,New York Yankees,J PAXTON,5,7,9,42.5,59.2
7/15/19,Los Angeles Dodgers,C KERSHAW,16,2,L,Philadelphia Phillies,Z EFLIN,13,5,9.5,64.0,37.7
7/15/19,Pittsburgh Pirates,J MUSGROVE,0,7,W,St Louis Cardinals,M MIKOLAS,12,5,8,44.4,57.3
7/16/19,Washington Nationals,A VOTH,8,1,L,Baltimore Orioles,A WOJCIECHOWSKI,4,7,11.5,63.5,38.2
7/16/19,Toronto Blue Jays,J WAGUESPACK,10,4,L,Boston Red Sox,A CASHNER,12,4,11.5,37.3,64.4
7/16/19,Cincinnati Reds,A DESCLAFANI,3,4,W,Chicago Cubs,A MILLS,12,1,10.5,46.9,54.8
